cmod, load_min, load_max
0.0015352057, 489.28, 316.65
0.0015377142, 490.56, 317.90
0.0015402227, 491.84, 319.14
0.0015427312, 493.12, 320.39
0.0015452398, 494.40, 321.64
0.0015477483, 495.68, 322.89
0.0015502568, 496.96, 324.14
0.0015527653, 498.24, 325.38
0.0015552738, 499.52, 326.63
0.0015577823, 500.80, 327.88
0.0015602908, 502.08, 329.13
0.0015627993, 503.36, 330.38
0.0015653078, 504.64, 331.63
0.0015678163, 505.92, 332.87
0.0015703248, 507.20, 334.12
0.0015728333, 508.48, 335.37
0.0015753418, 509.76, 336.62
0.0015778503, 511.04, 337.87
0.0015803588, 512.32, 339.11
0.0015828673, 513.60, 340.36
0.0015853759, 514.88, 341.61
0.0015878844, 516.16, 342.86
0.0015903929, 517.44, 344.11
0.0015929014, 518.72, 345.35
0.0015954099, 520.00, 346.60
0.0015979184, 521.28, 347.85
0.0016004269, 522.56, 349.10
0.0016029354, 523.84, 350.35
0.0016054439, 525.12, 351.59
0.0016079524, 526.40, 352.84
0.0016104609, 527.68, 354.09
0.0016129694, 528.96, 355.34
0.0016154779, 530.24, 356.59
0.0016179864, 531.52, 357.83
0.0016204949, 532.80, 359.08
0.0016230034, 534.08, 360.33
0.0016255119, 535.36, 361.58
0.0016280205, 536.64, 362.83
0.0016305290, 537.92, 364.07
0.0016330375, 539.20, 365.32
0.0016355460, 540.48, 366.57
0.0016380545, 541.76, 367.82
0.0016405630, 543.04, 369.07
0.0016430715, 544.32, 370.32
0.0016455800, 545.60, 371.56
0.0016480885, 546.88, 372.81
0.0016505970, 548.16, 374.06
0.0016531055, 549.44, 375.31
0.0016556140, 550.72, 376.56
0.0016581225, 552.00, 377.80
0.0016606310, 553.28, 379.05
0.0016631395, 554.56, 380.30
0.0016656480, 555.84, 381.55
0.0016681566, 557.12, 382.80
0.0016706651, 558.40, 384.04
0.0016731736, 559.68, 385.29
0.0016756821, 560.96, 386.54
0.0016781906, 562.24, 387.79
0.0016806991, 563.52, 389.04
0.0016832076, 564.80, 390.28
0.0016857161, 566.08, 391.53
0.0016882246, 567.36, 392.78
0.0016907331, 568.64, 394.03
0.0016932416, 569.92, 395.28
0.0016957501, 571.20, 396.52
0.0016982586, 572.48, 397.77
0.0017007671, 573.76, 399.02
0.0017032756, 575.04, 400.27
0.0017057841, 576.32, 401.52
0.0017082927, 577.60, 402.77
0.0017108012, 578.88, 404.01
0.0017133097, 580.16, 405.26
0.0017158182, 581.44, 406.51
0.0017183267, 582.72, 407.76
0.0017208352, 584.00, 409.01
0.0017233437, 585.28, 410.25
0.0017258522, 586.56, 411.50
0.0017283607, 587.84, 412.75
0.0017308692, 589.12, 414.00
0.0017333777, 590.40, 415.25
0.0017358862, 591.68, 416.49
0.0017383947, 592.96, 417.74
0.0017409032, 594.24, 418.99
0.0017434117, 595.52, 420.24
0.0017459202, 596.80, 421.49
0.0017484287, 598.08, 422.73
0.0017509373, 599.36, 423.98
0.0017534458, 600.64, 425.23
0.0017559543, 601.92, 426.48
0.0017584628, 603.20, 427.73
